Origin_Code,Destination_Code,Flow
1,0,140.99
1,1,1109252.9300000002
1,2,3138.57
1,3,886.6899999999998
1,4,8207.540000000003
1,5,3558.21
1,6,974.5899999999997
1,7,1971.950000000001
1,8,17.080000000000002
1,9,73.46999999999998
1,10,152.57999999999996
1,11,12.51
1,12,217.35
1,13,167.67
1,14,40.47
1,15,3156.19
1,16,59.69
1,17,44.43
1,18,96.33
1,19,27.12
1,20,4.35
1,21,1.0
1,22,26.75
1,23,15.19
1,24,21.89
1,26,76.50999999999998
1,27,1.0
1,28,18.21
1,29,6.83
1,33,61.81
1,34,12.15
1,35,8.030000000000001
1,36,26.02
1,37,25.000000000000004
1,38,12.54
1,40,2.0
1,45,1.0
1,46,7.210000000000001
1,47,2.57
1,48,4.6
1,49,1.0
1,50,3.39
1,58,19.56
1,96,1075.53
1,97,23.180000000000003
1,98,33.62
1,100,3.03
1,103,49.8
1,108,107.69000000000004
2,0,12.99
2,1,4619.470000000001
2,2,68308.87999999998
2,3,4814.3600000000015
2,4,35.81
2,5,110.41
2,6,1807.87
2,7,41.34
2,9,8.05
2,10,22.69
2,11,1.0
2,12,131.29000000000002
2,13,25.51
2,14,2.0
2,15,1276.0700000000004
2,16,23.58
2,17,9.0
2,18,348.5100000000001
2,19,1.0
2,21,2.0
2,22,1.0
2,23,21.0
2,24,29.32
2,26,4.0
2,27,21.21
2,28,3.0
2,29,1.0
2,33,5.0
2,34,1.0
2,35,2.93
2,36,14.21
2,37,0.0
2,40,3.2
2,48,1.0
2,49,3.0
2,50,1.0
2,96,3285.84
2,97,1.0
2,98,10.39
2,103,60.4
2,108,38.63
3,0,94.0
3,1,745.7800000000002
3,2,4348.48
3,3,160327.01999999993
3,4,14.88
3,5,181.73
3,6,254.2
3,7,8.76
3,8,9.92
3,9,4.0
3,10,14.43
3,11,6.0
3,12,5996.9900000000025
3,13,174.04
3,14,1.0
3,15,12653.87
3,16,90.23
3,17,27.28
3,18,1266.35
3,19,8.92
3,20,5.0
3,21,3.0
3,22,12.0
3,23,17.13
3,24,38.02
3,25,2.6
3,26,3.0
3,27,9.0
3,28,14.0
3,29,4.0
3,33,15.02
3,34,7.0
3,35,2.0
3,36,150.86
3,37,2.0
3,39,2.0
3,40,2.0
3,46,1.0
3,48,1.0
3,50,6.76
3,52,2.0
3,58,7.23
3,96,488.73
3,97,34.03
3,98,36.82
3,99,6.0
3,100,3.0
3,103,2263.3
3,108,292.73
4,0,29.0
4,1,13003.599999999995
4,2,17.73
4,3,28.23
4,4,290033.0600000001
4,5,1929.39
4,6,195.38
4,7,9.0
4,8,123.75
4,9,864.51
4,10,114.96
4,11,4.0
4,12,5.0
4,13,10.0
4,14,6.26
4,15,113.23
4,16,3.0
4,17,4.68
4,18,12.34
4,19,17.46
4,20,2.0
4,22,4.0
4,23,4.0
4,24,2.0
4,28,1.0
4,33,4.0
4,34,3.0
4,36,3.0
4,37,3.82
4,40,1.0
4,46,8.0
4,50,1.0
4,52,8.0
4,96,12.63
4,97,1.0
4,98,4.0
4,103,3.0
4,108,6.0
5,0,6.99
5,1,9115.96
5,2,117.49
5,3,42.08
5,4,4614.5
5,5,88245.04000000002
5,6,3736.15
5,7,13.69
5,8,8.81
5,9,57.87
5,10,111.41
5,12,25.28
5,13,4.0
5,14,1.0
5,15,281.34000000000003
5,16,8.0
5,17,5.0
5,18,56.27
5,19,4.0
5,21,1.0
5,22,3.0
5,23,0.0
5,24,4.0
5,27,3.0
5,28,0.0
5,29,1.0
5,33,7.0
5,34,0.0
5,36,0.0
5,37,6.0
5,38,1.0
5,46,4.32
5,47,1.0
5,51,1.0
5,52,1.0
5,96,21.78
5,97,3.0
5,98,2.0
5,100,1.0
5,103,5.0
5,108,5.0
6,0,13.0
6,1,1987.2899999999993
6,2,1345.7499999999998
6,3,318.27
6,4,229.67
6,5,2704.37
6,6,182170.8700000001
6,7,7.71
6,8,12.99
6,9,413.42
6,10,5027.5999999999985
6,11,14.89
6,12,83.63999999999997
6,13,30.950000000000006
6,14,5.77
6,15,2268.84
6,16,19.02
6,17,31.01
6,18,3975.83
6,19,17.84
6,20,16.900000000000002
6,21,4.0
6,23,3.0
6,24,15.41
6,25,5.97
6,26,0.0
6,27,2.0
6,28,10.82
6,29,1.0
6,33,72.82
6,34,16.68
6,35,10.02
6,36,3.79
6,37,11.1
6,38,9.0
6,40,2.76
6,41,1.0
6,45,2.0
6,46,2.0
6,47,2.0
6,48,4.24
6,49,1.0
6,50,3.54
6,51,3.0
6,58,0.0
6,93,1.0
6,96,65.17
6,97,6.88
6,98,24.15
6,99,5.0
6,103,12.45
6,108,54.36
7,0,21.0
7,1,1035.86
7,2,18.21
7,3,8.1
7,4,5.0
7,5,4.0
7,6,45.18
7,7,65458.94
7,8,1.0
7,10,2.01
7,11,1.0
7,12,6.0
7,15,50.44
7,16,1.0
7,18,3.0
7,22,2.0
7,23,1.0
7,29,1.0
7,37,6.0
7,50,2.0
7,96,45.18
7,108,4.0
8,0,4059.02
8,1,51.36
8,3,4.0
8,4,76.9
8,5,2.0
8,6,8.76
8,8,89560.94999999998
8,9,1393.0100000000002
8,10,304.06000000000006
8,11,2.0
8,12,7.75
8,15,15.37
8,16,7.37
8,17,2.0
8,18,3.24
8,19,1.0
8,20,4.16
8,34,0.0
8,35,1.0
8,36,2.31
8,46,1.0
8,48,0.0
8,49,2.31
8,50,4.49
8,52,0.0
8,96,1.0
8,108,2.0
9,0,15.0
9,1,196.38
9,2,5.0
9,3,13.0
9,4,819.31
9,5,36.18
9,6,291.51
9,8,1323.7800000000002
9,9,118642.84000000005
9,10,5762.339999999997
9,11,16.87
9,12,8.0
9,13,3.0
9,14,14.0
9,15,128.97000000000003
9,16,9.73
9,17,1.0
9,18,30.61
9,19,1.0
9,22,9.0
9,23,12.0
9,24,1.0
9,28,1.0
9,33,5.45
9,34,2.0
9,35,7.18
9,36,7.02
9,37,4.0
9,38,1.0
9,45,2.0
9,46,2.0
9,48,9.07
9,51,1.0
9,52,17.84
9,96,8.0
9,97,2.52
9,100,4.22
9,103,1.0
9,108,5.0
10,0,18.0
10,1,167.31000000000003
10,2,28.44
10,3,17.33
10,4,220.11
10,5,81.07
10,6,2733.35
10,7,5.1400000000000015
10,8,110.31
10,9,3056.6399999999994
10,10,402085.2699999998
10,11,751.07
10,12,8.0
10,13,20.19
10,14,6.43
10,15,989.2100000000003
10,16,10.58
10,17,12.68
10,18,182.08
10,19,4.0
10,20,2.0
10,21,2.0
10,22,3.0
10,23,11.64
10,24,5.8100000000000005
10,27,2.0
10,28,46.22
10,29,1.0
10,33,52.84
10,34,35.77
10,35,36.12000000000001
10,36,8.01
10,37,7.1
10,38,28.77
10,39,0.0
10,40,2.4
10,45,81.76
10,46,23.9
10,47,2.0
10,48,11.24
10,49,10.56
10,50,30.75
10,51,1.0
10,52,6.07
10,53,6.32
10,58,32.1
10,96,7.73
10,97,2.0
10,98,11.31
10,99,1.0
10,100,7.41
10,103,1.0
10,108,27.38
11,0,10.0
11,1,12.11
11,2,4.0
11,3,2.58
11,4,9.29
11,6,5.0
11,8,7.16
11,9,13.08
11,10,1880.76
11,11,92125.19999999994
11,12,1.0
11,13,1.0
11,14,4.0
11,15,50.28
11,16,6.48
11,17,4.0
11,18,1.0
11,19,3.95
11,22,2.0
11,24,2.0
11,25,3.0
11,27,1.0
11,28,5.43
11,33,4.0
11,34,137.42
11,35,16.98
11,36,4.0
11,37,5.99
11,39,1.0
11,40,1.0
11,41,10.0
11,42,1.0
11,43,5.0
11,45,4956.5
11,46,599.1700000000002
11,47,19.16
11,48,95.40999999999998
11,49,104.36
11,50,1189.4
11,51,1.0
11,52,8.0
11,54,2.0
11,55,2.0
11,57,4.0
11,58,3.8
11,96,2.0
11,97,1.0
11,100,13.2
11,103,2.0
11,108,6.45
12,0,21787.0
12,1,144.39
12,2,87.3
12,3,2841.9200000000005
12,4,16.0
12,5,10.92
12,6,50.35
12,7,21.1
12,8,8.0
12,9,8.02
12,10,24.69
12,11,170.38
12,12,375819.9599999997
12,13,8194.369999999999
12,14,8.0
12,15,54440.60000000001
12,16,372.43
12,17,90.25
12,18,201.85
12,19,35.08
12,20,12.73
12,21,13.16
12,22,9.0
12,23,62.59
12,24,139.16
12,25,5.0
12,26,3.0
12,27,5.0
12,28,12.09
12,29,2.0
12,33,20.6
12,34,24.8
12,35,5.0
12,36,18.450000000000006
12,37,13.86
12,40,2.89
12,46,5.99
12,48,7.96
12,50,3.0
12,51,1.0
12,52,0.0
12,93,1.0
12,96,85.97999999999998
12,97,172.17000000000004
12,98,77.95
12,99,9.43
12,100,1.0
12,103,870.9
12,108,2667.380000000001
13,0,20533.03
13,1,84.24000000000002
13,2,26.73
13,3,213.01
13,4,255.48
13,5,4.54
13,6,17.0
13,7,4.0
13,8,1.0
13,9,98.26
13,10,18.11
13,11,8.0
13,12,12666.139999999998
13,13,242894.98000000036
13,14,1004.34
13,15,23169.450000000008
13,16,382.28
13,17,95.32
13,18,91.05
13,19,41.04
13,20,3.0
13,21,2.0
13,22,7.0
13,23,18.59
13,24,117.54
13,25,2.41
13,26,6.0
13,27,9.13
13,28,23.0
13,29,23.3
13,30,1.0
13,31,4.0
13,33,26.79
13,34,25.19
13,35,17.19
13,36,11.09
13,37,13.53
13,38,2.0
13,39,2.0
13,40,5.0
13,45,11.9
13,46,7.0
13,48,4.0
13,50,1.0
13,96,24.0
13,97,6357.429999999998
13,98,313.0
13,99,5.08
13,103,35.87000000000001
13,108,13203.19
14,0,2625.0
14,1,4.0
14,3,1.0
14,4,1.71
14,6,3.0
14,8,1.0
14,9,19.0
14,10,8.29
14,11,3.0
14,12,22.9
14,13,691.2399999999999
14,14,84250.99999999999
14,15,563.54
14,16,42.93
14,17,92.17
14,18,12.0
14,19,4.0
14,20,5.0
14,21,4.0
14,22,4.0
14,23,1.0
14,24,4.0
14,28,3.0
14,29,1.0
14,33,7.0
14,35,1.0
14,36,2.0
14,37,6.0
14,40,1.0
14,46,1.0
14,96,2.0
14,97,1946.6900000000005
14,98,4.0
14,108,90.49
15,0,707.0199999999999
15,1,925.39
15,2,288.0699999999999
15,3,4048.360000000004
15,4,42.46
15,5,63.3
15,6,433.75
15,7,9.45
15,8,22.53
15,9,25.86
15,10,208.89
15,11,20.98
15,12,31197.810000000038
15,13,4650.87
15,14,53.77
15,15,1534231.0499999938
15,16,9795.960000000006
15,17,1066.5399999999997
15,18,9948.900000000009
15,19,1840.4100000000005
15,20,61.87000000000001
15,21,29.18
15,22,37.97
15,23,216.7
15,24,1297.7
15,25,6.51
15,26,36.8
15,27,51.63999999999999
15,28,43.41
15,29,10.73
15,30,11.41
15,32,0.0
15,33,731.39
15,34,309.95
15,35,91.17
15,36,141.70000000000005
15,37,114.9
15,38,11.53
15,39,8.1
15,40,8.29
15,41,17.1
15,45,39.14
15,46,6.6400000000000015
15,47,9.63
15,48,110.11
15,49,18.77
15,50,49.13
15,51,2.0
15,52,162.26
15,58,33.33
15,83,17.07
15,93,13.33
15,96,567.6500000000002
15,97,1937.7600000000007
15,98,6818.729999999996
15,99,37.09
15,100,1.0
15,103,180.56999999999996
15,108,42466.21000000002
16,0,68.0
16,1,97.44
16,2,18.7
16,3,73.09
16,4,46.45
16,5,21.83
16,6,70.47999999999998
16,8,2.0
16,9,9.0
16,10,31.77
16,11,4.0
16,12,431.29
16,13,476.15
16,14,45.54
16,15,30723.730000000003
16,16,536459.9899999995
16,17,13991.009999999998
16,18,273.46000000000004
16,19,2492.5000000000005
16,20,88.83999999999997
16,21,68.58
16,22,34.39
16,23,220.01
16,24,74.8
16,25,26.1
16,26,10.0
16,27,17.03
16,28,35.0
16,29,11.68
16,30,9.49
16,33,86.19
16,34,91.34
16,35,23.0
16,36,29.62
16,37,64.87
16,38,15.42
16,39,4.0
16,40,7.0
16,41,3.0
16,45,13.33
16,46,13.52
16,47,1.0
16,48,14.0
16,49,2.0
16,50,4.0
16,52,6.66
16,58,3.44
16,93,2.0
16,96,84.78
16,97,4667.51
16,98,378.38
16,99,2.0
16,100,1.0
16,103,11.0
16,108,6294.6500000000015
17,0,49.0
17,1,52.40000000000001
17,2,11.0
17,3,29.0
17,4,7.0
17,5,13.28
17,6,11.91
17,7,1.0
17,8,1.0
17,9,4.0
17,10,26.08
17,11,5.0
17,12,214.44
17,13,158.39
17,14,209.0
17,15,7701.1799999999985
17,16,12528.47
17,17,625673.0400000003
17,18,183.33
17,19,4393.67
17,20,5806.299999999998
17,21,42.16
17,22,916.3200000000003
17,23,2856.1500000000005
17,24,129.84
17,25,1.0
17,26,26.630000000000006
17,27,67.36
17,28,192.09
17,29,10.260000000000002
17,30,11.48
17,31,1.0
17,32,5.79
17,33,281.0
17,34,405.03
17,35,53.44
17,36,40.18
17,37,52.21
17,38,23.84
17,39,2.0
17,40,10.0
17,41,3.0
17,42,1.0
17,46,2.0
17,47,2.0
17,48,14.17
17,49,1.0
17,50,6.0
17,51,1.0
17,52,1.0
17,54,1.0
17,58,5.34
17,93,3.0
17,96,9.0
17,97,89.0
17,98,203.23
17,99,3.0
17,100,1.0
17,103,3.0
17,108,498.96
18,0,31.0
18,1,173.85000000000005
18,2,914.71
18,3,2021.76
18,4,24.37
18,5,49.85
18,6,3985.450000000001
18,7,2.0
18,8,9.65
18,9,36.23
18,10,205.43
18,11,18.88
18,12,369.9300000000002
18,13,145.54
18,14,10.62
18,15,44486.41999999999
18,16,202.76999999999995
18,17,111.84
18,18,214763.87999999992
18,19,156.93
18,20,66.62
18,21,7.51
18,22,26.96
18,23,33.66
18,24,95.48
18,25,5.0
18,26,26.85
18,27,3.77
18,28,89.81
18,29,3.0
18,30,1.0
18,33,1922.89
18,34,142.78999999999996
18,35,27.44
18,36,19.4
18,37,17.13
18,38,9.0
18,39,2.0
18,40,4.0
18,41,172.54000000000005
18,45,7.0
18,46,2.0
18,47,15.0
18,48,7.38
18,49,5.23
18,50,70.25000000000001
18,51,2.0
18,52,24.26
18,57,1.0
18,93,7.65
18,96,46.82
18,97,33.58
18,98,2600.26
18,99,93.05
18,103,14.02
18,108,521.3999999999999
19,0,10.0
19,1,28.41
19,2,6.5299999999999985
19,3,16.82
19,4,31.92
19,5,32.61
19,6,18.8
19,7,1.0
19,8,5.0
19,9,2.0
19,10,7.0
19,11,5.0
19,12,59.01
19,13,42.55
19,14,2.0
19,15,13444.94
19,16,4347.41
19,17,4277.190000000001
19,18,325.0499999999999
19,19,151621.14999999994
19,20,3007.71
19,21,5.0
19,22,14.91
19,23,111.4
19,24,44.14
19,25,1.0
19,26,27.0
19,27,71.44
19,28,124.57
19,29,2.0
19,30,7.0
19,33,1642.2400000000007
19,34,2221.66
19,35,198.75000000000003
19,36,68.45
19,37,43.17
19,38,6.0
19,39,1.0
19,40,4.0
19,41,2.0
19,42,1.0
19,45,1.0
19,46,3.0
19,47,3.0
19,48,1.0
19,49,13.0
19,50,2.0
19,51,1.0
19,52,3.0
19,53,44.66
19,54,3.0
19,58,5.82
19,61,3.0
19,93,3.98
19,96,6.07
19,97,49.51
19,98,3940.7300000000014
19,99,3.0
19,100,2.0
19,103,2.7
19,108,415.98
20,0,4.0
20,1,28.0
20,2,1.0
20,3,5.0
20,4,39.0
20,5,21.0
20,6,10.62
20,8,11.48
20,9,3.0
20,10,1.0
20,11,5.0
20,12,17.939999999999994
20,13,8.0
20,14,1.0
20,15,390.78
20,16,73.61
20,17,6439.22
20,18,23.0
20,19,2780.16
20,20,184212.09000000003
20,21,17.0
20,22,124.92
20,23,6594.88
20,24,61.06
20,25,1.0
20,26,24.0
20,27,39.5
20,28,99.1
20,29,582.25
20,30,7.0
20,31,1.0
20,32,2.0
20,33,70.95
20,34,1347.99
20,35,4437.79
20,36,3379.03
20,37,397.64
20,38,533.97
20,39,18.0
20,40,8.0
20,41,1.0
20,42,9.0
20,43,2.0
20,45,11.0
20,46,2.0
20,47,1.0
20,48,14.0
20,49,3.85
20,51,3.0
20,52,0.0
20,53,27.0
20,54,3.0
20,93,8.0
20,96,2.0
20,97,4.0
20,98,74.0
20,99,8.0
20,100,2.0
20,108,38.33
20,109,1.0
21,0,1054.0
21,3,1.0
21,12,1.0
21,15,68.6
21,16,1.0
21,17,3.0
21,18,2.0
21,20,4.0
21,21,283674.11000000004
21,22,1795.0200000000002
21,23,85.16000000000003
21,24,6.0
21,25,44.38
21,26,12.8
21,27,5.66
21,28,51.65
21,29,5.96
21,30,13.35
21,31,1.0
21,32,1.0
21,33,1.0
21,34,0.0
21,36,6.6099999999999985
21,37,32.65
21,38,0.0
21,39,0.0
21,40,3.0
21,47,0.0
21,48,14.18
21,93,3.0
21,97,1.0
21,108,0.0
22,0,14.0
22,1,72.39
22,2,3.0
22,3,3.0
22,4,6.0
22,5,6.0
22,6,4.0
22,7,2.0
22,9,2.0
22,10,2.0
22,11,3.0
22,12,8.0
22,13,9.0
22,14,4.0
22,15,57.0
22,16,14.0
22,17,720.5600000000002
22,19,25.47
22,20,34.0
22,21,2800.99
22,22,288029.1100000002
22,23,1197.3200000000004
22,24,223.47000000000003
22,25,507.73
22,26,98.73
22,27,41.82
22,28,85.96
22,29,17.630000000000006
22,30,7.6400000000000015
22,31,1.0
22,32,2.0
22,33,4.0
22,34,8.0
22,35,7.37
22,36,20.0
22,37,35.37999999999999
22,38,11.0
22,39,1.0
22,40,4.0
22,41,2.76
22,45,3.0
22,46,5.77
22,48,4.0
22,50,1.0
22,93,7.0
22,96,3.0
22,97,4.0
22,98,1.0
22,99,3.0
22,103,1.0
22,108,5.0
23,0,37.0
23,1,123.94
23,2,1.0
23,3,14.61
23,4,7.0
23,5,21.66
23,6,8.0
23,7,3.0
23,8,1.0
23,9,3.0
23,10,6.0
23,11,5.0
23,12,201.57
23,13,190.79
23,14,11.0
23,15,561.6999999999998
23,16,122.53
23,17,1765.59
23,18,13.46
23,19,73.00999999999998
23,20,3796.04
23,21,164.91
23,22,1729.2800000000002
23,23,470853.06000000023
23,24,7316.459999999999
23,25,9.0
23,26,186.19
23,27,531.87
23,28,2536.82
23,29,748.6699999999997
23,30,21.58
23,31,19.0
23,33,29.93
23,34,161.1
23,35,85.78
23,36,182.33
23,37,213.67
23,38,140.4
23,39,7.0
23,40,6.09
23,41,6.17
23,42,1.0
23,43,1.0
23,46,1.0
23,47,23.72
23,48,35.82
23,50,4.0
23,51,17.75
23,53,1.0
23,54,2.0
23,58,5.41
23,93,20.0
23,96,23.81
23,97,4.0
23,98,7.0
23,99,11.84
23,103,49.5
23,108,35.04
24,0,31.0
24,1,36.99
24,2,7.0
24,3,2.0
24,4,4.46
24,6,1.0
24,7,1.0
24,9,1.0
24,10,0.0
24,11,1.0
24,12,7.33
24,13,2.0
24,14,8.68
24,15,102.36
24,16,27.42
24,17,120.89
24,18,52.95
24,19,8.0
24,20,64.02000000000001
24,21,21.45
24,22,462.3000000000001
24,23,5240.460000000002
24,24,447282.1000000003
24,25,268.61
24,26,3713.82
24,27,1865.11
24,28,13908.479999999996
24,29,135.45
24,30,25.94
24,31,1.0
24,32,5.88
24,33,22.25
24,34,9.36
24,35,27.91
24,36,20.03
24,37,61.38
24,38,85.99
24,39,6.34
24,40,4.0
24,41,7.0
24,42,0.0
24,45,1.0
24,46,5.6
24,47,5.0
24,48,30.69
24,50,23.67
24,51,2.0
24,52,41.87
24,53,1.0
24,93,23.05
24,96,92.15
24,97,1.0
24,98,2.0
24,100,5.0
24,103,4.0
24,108,12.0
25,0,4.0
25,12,1.0
25,15,7.3
25,16,0.0
25,17,7.0
25,20,2.0
25,21,273.06
25,22,532.81
25,23,12.04
25,24,158.76
25,25,100974.98
25,26,1949.53
25,27,249.77
25,28,194.87
25,29,1.0
25,30,75.65
25,31,2.0
25,32,15.66
25,34,1.0
25,35,1.0
25,37,12.36
25,38,8.0
25,39,1.0
25,40,1.0
25,51,2.0
25,93,76.13
25,96,5.0
25,99,1.0
26,0,23.0
26,1,8.16
26,2,3.0
26,3,4.0
26,6,6.0
26,12,3.0
26,13,4.57
26,14,31.0
26,15,59.94
26,16,6.0
26,17,183.34
26,18,36.64
26,19,1.0
26,20,8.49
26,21,27.08
26,22,107.82
26,23,170.42
26,24,7384.85
26,25,1998.16
26,26,425476.05999999994
26,27,23540.900000000005
26,28,9722.850000000004
26,29,117.84
26,30,680.2599999999999
26,31,44.85
26,32,135.70999999999998
26,33,24.52
26,34,16.68
26,35,5.9
26,36,5.0
26,37,99.24
26,38,41.87
26,39,3.0
26,40,5.91
26,41,11.9
26,42,2.52
26,43,2.0
26,46,5.04
26,48,4.0
26,50,1.0
26,52,4.72
26,58,3.48
26,93,5681.6
26,96,16.0
26,97,1.0
26,98,2.0
26,99,0.0
26,100,2.0
26,103,1.0
26,108,5.75
27,0,13.0
27,1,2.0
27,2,15.93
27,3,7.75
27,4,2.0
27,5,3.0
27,6,3.31
27,10,20.0
27,11,3.0
27,12,13.43
27,13,21.1
27,14,1.0
27,15,127.32
27,16,11.13
27,17,78.51
27,18,2.98
27,19,0.0
27,20,7.0
27,21,27.27
27,22,35.23
27,23,425.2
27,24,1509.5100000000007
27,25,89.23
27,26,19379.600000000006
27,27,375943.62999999983
27,28,27996.09999999998
27,29,2097.25
27,30,2114.99
27,31,133.23999999999998
27,32,481.47
27,33,47.09
27,34,11.0
27,35,13.43
27,36,19.16
27,37,171.26999999999995
27,38,250.58000000000004
27,39,24.88
27,40,21.59
27,41,20.9
27,42,2.0
27,45,1.0
27,46,0.0
27,47,1.0
27,48,10.85
27,49,1.0
27,50,8.64
27,52,3.0
27,55,3.77
27,57,3.83
27,58,2.3
27,67,0.0
27,93,4181.839999999998
27,96,18.71
27,97,2.0
27,98,3.57
27,99,4.0
27,100,2.0
27,103,14.06
27,108,3.84
28,0,23.0
28,1,7.01
28,3,1.0
28,5,2.0
28,6,9.0
28,10,4.1099999999999985
28,12,14.96
28,13,2.0
28,14,2.0
28,15,132.92000000000002
28,16,29.74
28,17,94.9
28,18,6.0
28,19,9.65
28,20,60.12
28,21,31.93
28,22,63.08
28,23,2978.82
28,24,15114.010000000013
28,25,92.6
28,26,9055.530000000002
28,27,19220.07
28,28,446341.22999999963
28,29,5399.28
28,30,62.18999999999999
28,31,18.75
28,32,28.16
28,33,259.72
28,34,20.65
28,35,12.0
28,36,32.980000000000004
28,37,411.29000000000013
28,38,1044.65
28,39,27.36
28,40,11.0
28,41,27.39
28,42,0.0
28,43,2.04
28,45,2.0
28,47,4.0
28,48,6.38
28,50,6.0
28,52,4.25
28,53,3.8
28,54,3.0
28,58,10.52
28,93,75.08
28,96,12.0
28,97,0.0
28,99,1.0
28,100,7.0
28,103,1.0
28,108,4.0
29,0,4.0
29,1,19.21
29,3,2.0
29,4,1.0
29,5,1.0
29,6,1.0
29,7,2.0
29,10,1.0
29,12,4.0
29,13,6.16
29,14,5.0
29,15,18.02
29,16,6.0
29,17,15.86
29,18,1.0
29,19,5.0
29,20,988.64
29,21,16.5
29,22,23.0
29,23,1696.6200000000006
29,24,215.87000000000003
29,25,9.68
29,26,91.22
29,27,2287.68
29,28,5274.959999999998
29,29,99700.79999999996
29,30,17.87
29,31,2.04
29,32,1.0
29,33,13.64
29,34,15.29
29,35,43.13
29,36,309.9
29,37,1140.7600000000002
29,38,7206.88
29,39,176.3
29,40,32.47
29,41,6.0
29,42,1.0
29,43,4.0
29,45,4.0
29,47,9.0
29,48,22.87
29,50,22.31
29,54,10.14
29,55,1.0
29,57,2.0
29,67,2.37
29,69,1.0
29,93,6.32
29,96,1.0
29,97,1.0
29,98,3.0
29,99,10.0
29,100,8.71
29,103,1.0
29,108,4.62
30,0,157.0
30,15,10.0
30,16,23.29
30,17,3.0
30,19,3.0
30,20,2.0
30,21,8.0
30,22,31.37
30,23,27.69
30,24,35.97
30,25,95.0
30,26,386.92
30,27,2355.21
30,28,169.39
30,29,6.66
30,30,254289.90999999997
30,31,6671.140000000001
30,32,2250.57
30,33,1.0
30,34,4.35
30,35,3.0
30,36,2.0
30,37,6.0
30,38,5.15
30,39,1.0
30,40,5.0
30,47,1.0
30,48,2.0
30,50,1.0
30,52,1.0
30,93,4161.33
30,98,2.0
30,99,1.0
30,100,2.0
30,108,1.0
31,0,216.03
31,14,1.0
